time,P,G(i),H_sun,T2m,WS10m,Int
20230714:1110,1480900,831.72,67.74,31.64,0.48,0
20230714:1210,1660525,921.21,63.75,32.13,1.72,0
20230714:1310,1741325,952.67,55.56,32.43,2.97,0
20230714:1410,1750250,949.97,45.54,32.4,3.52,0
20230714:1510,1671675,898.67,34.87,32.12,3.66,0
20230714:1610,1415050,746.71,24.08,31.51,3.59,0
20230714:1710,947325,490.05,13.54,30.63,3.38,0
20230714:1810,258400,144.06,3.54,29.57,2.9,0
20230714:1910,0,0,0,28.63,2.21,0
20230714:2010,0,0,0,27.59,1.72,0
20230714:2110,0,0,0,26.24,1.38,0
20230714:2210,0,0,0,26.15,1.17,0
20230714:2310,0,0,0,25.8,1.1,0
20230715:0010,0,0,0,24.64,1.31,0
20230715:0110,0,0,0,23.67,1.45,0
20230715:0210,0,0,0,23.5,1.31,0
20230715:0310,0,0,0,23.28,1.17,0
20230715:0410,28075,26.23,5.89,22.81,1.17,0
20230715:0510,1191050,615.5,16.06,23.72,0.76,0
20230715:0610,1501025,818.29,26.69,26.59,0.28,0
20230715:0710,1683875,928.98,37.49,27.97,0.9,0
20230715:0810,1742375,964.55,48.06,29.4,1.38,0
20230715:0910,1745775,960.96,57.75,30.56,2,0
20230715:1010,1706675,930.93,65.14,31.54,2.69,0
20230715:1110,1671575,905.78,67.58,32.26,3.31,0
20230715:1210,1709350,925.2,63.63,32.59,3.72,0
20230715:1310,1773150,961.67,55.46,32.65,3.86,0
20230715:1410,1780100,966.1,45.46,32.5,3.72,0
20230715:1510,1693900,915.75,34.79,32.24,3.38,0
20230715:1610,1449100,772.93,24.01,31.81,2.9,0
20230715:1710,1059275,555.15,13.46,31.15,2.28,0
20230715:1810,194675,113.46,3.45,30.23,1.79,0
20230715:1910,0,0,0,28.67,1.72,0
20230715:2010,0,0,0,27.2,1.45,0
20230715:2110,0,0,0,25.9,1.45,0
20230715:2210,0,0,0,25.05,1.52,0
20230715:2310,0,0,0,24.73,1.38,0
20230716:0010,0,0,0,24.15,1.45,0
20230716:0110,0,0,0,23.45,1.52,0
20230716:0210,0,0,0,22.66,1.66,0
20230716:0310,0,0,0,22.04,1.72,0
20230716:0410,28275,26.23,5.76,21.64,1.66,0
20230716:0510,1175425,601.03,15.94,22.85,1.1,0
20230716:0610,1507050,814.78,26.57,27.14,0.76,0
20230716:0710,1651600,926.44,37.37,29.04,0.41,0
20230716:0810,1720025,968.99,47.93,30.33,0.83,0
20230716:0910,1737225,960.78,57.61,31.48,2,0
20230716:1010,1699300,926.39,64.98,32.41,3.03,0
20230716:1110,1668625,905.14,67.43,32.96,3.52,0
20230716:1210,1689975,919.82,63.5,33.3,3.52,0
20230716:1310,1744675,955.35,55.36,33.53,3.38,0
20230716:1410,1738800,951.8,45.37,33.49,3.31,0
20230716:1510,1655200,900.57,34.71,33.16,3.1,0
20230716:1610,1393100,745.82,23.92,32.58,2.69,0
20230716:1710,939600,494.18,13.37,31.81,1.93,0
20230716:1810,160875,96.95,3.35,30.78,1.17,0
20230716:1910,0,0,0,29.17,1.03,0
20230716:2010,0,0,0,29.04,0.76,0
20230716:2110,0,0,0,28.59,0.9,0
20230716:2210,0,0,0,28.34,0.83,0
20230716:2310,0,0,0,25.16,1.59,0
20230717:0010,0,0,0,24.26,1.72,0
20230717:0110,0,0,0,23.69,1.72,0
20230717:0210,0,0,0,22.97,1.79,0
20230717:0310,0,0,0,22.47,1.86,0
20230717:0410,25825,24.78,5.62,21.99,1.72,0
20230717:0510,1117125,570.68,15.81,23.35,1.17,0
20230717:0610,1475250,801.33,26.45,27.88,0.62,0
20230717:0710,1606775,913.35,37.24,30.58,0.14,0
20230717:0810,1714700,964.94,47.8,32.02,1.24,0
20230717:0910,1735975,958.07,57.47,33.02,2.62,0
20230717:1010,1692850,924.87,64.82,33.67,3.38,0
20230717:1110,1667575,908.52,67.26,34.19,3.72,0
20230717:1210,1696000,922.89,63.36,34.49,4.14,0
20230717:1310,1742825,951.39,55.25,34.64,4.14,0
20230717:1410,1731450,946.06,45.28,34.49,3.86,0
20230717:1510,1633300,886.62,34.62,34.21,3.66,0
20230717:1610,1381650,738.41,23.83,33.63,3.31,0
20230717:1710,906100,476.02,13.27,32.82,2.69,0
20230717:1810,131775,82.58,3.24,31.8,1.93,0
20230717:1910,0,0,0,30.4,1.17,0
20230717:2010,0,0,0,28.56,1.45,0
20230717:2110,0,0,0,27.22,1.66,0
20230717:2210,0,0,0,26.74,1.52,0
20230717:2310,0,0,0,26.28,1.38,0
20230718:0010,0,0,0,25.02,1.59,0
20230718:0110,0,0,0,23.99,1.79,0
20230718:0210,0,0,0,23.35,1.86,0
20230718:0310,0,0,0,22.79,1.79,0
20230718:0410,25750,24.78,5.49,22.58,1.79,0
20230718:0510,1108450,564.69,15.68,24.15,1.72,0
20230718:0610,1483575,789.1,26.33,27.68,1.66,0
20230718:0710,1667400,911.78,37.12,30.37,1.86,0
20230718:0810,1715750,956.95,47.67,32.12,1.66,0
20230718:0910,1688225,955.94,57.32,33.41,1.24,0
20230718:1010,1634075,923.15,64.65,34.36,1.38,0
20230718:1110,1617800,903.22,67.09,35.09,2.14,0
20230718:1210,1661150,921.82,63.22,35.6,2.9,0
20230718:1310,1710425,944.5,55.14,35.86,3.59,0
20230718:1410,1712975,938.35,45.18,35.73,4.14,0
20230718:1510,1633175,884.95,34.52,35.15,4.28,0
20230718:1610,1366800,728.17,23.74,34.38,4,0
20230718:1710,924700,484.13,13.17,33.31,3.59,0
20230718:1810,133725,83.61,3.13,32.23,2.62,0
20230718:1910,0,0,0,31.47,2.07,0
20230718:2010,0,0,0,30.31,1.45,0
20230718:2110,0,0,0,29.86,0.9,0
20230718:2210,0,0,0,30.44,0.21,0
20230718:2310,0,0,0,29.63,0.55,0
20230719:0010,0,0,0,26.84,1.31,0
20230719:0110,0,0,0,27.33,1.03,0
20230719:0210,0,0,0,27.53,0.9,0
20230719:0310,0,0,0,26.01,1.17,0
20230719:0410,21825,22.59,5.35,25.56,1.17,0
20230719:0510,923250,475.97,15.55,26.06,1.03,0
20230719:0610,1342050,721.89,26.2,28.83,0.83,0
20230719:0710,1577450,860.89,36.99,30.51,1.66,0
20230719:0810,1651875,927.51,47.54,32.03,1.1,0
20230719:0910,1689075,938.03,57.17,33.03,2.07,0
20230719:1010,1646075,903.48,64.48,33.6,2.83,0
20230719:1110,1630100,890.08,66.92,34.14,3.38,0
20230719:1210,1663175,905.79,63.07,34.37,3.86,0
20230719:1310,1707850,930.95,55.01,34.43,4,0
20230719:1410,1677200,913.45,45.07,34.17,3.72,0
20230719:1510,1568650,849.05,34.42,33.64,3.31,0
20230719:1610,412700,226.71,23.64,33.02,2.69,0
20230719:1710,824025,433.58,13.07,32.3,2.07,0
20230719:1810,172825,102.83,3.02,31.11,2.07,0
20230719:1910,0,0,0,29.21,2.07,0
20230719:2010,0,0,0,28.03,1.86,0
20230719:2110,0,0,0,27.08,1.66,0
20230719:2210,0,0,0,26.46,1.45,0
20230719:2310,0,0,0,25.72,1.45,0
20230720:0010,0,0,0,25.19,1.24,0
20230720:0110,0,0,0,24.87,1.52,0
20230720:0210,0,0,0,24.65,1.38,0
20230720:0310,0,0,0,24.27,1.52,0
20230720:0410,22025,22.59,5.21,24,1.52,0
20230720:0510,953725,488.03,15.42,24.92,1.24,0
20230720:0610,1390325,744.55,26.07,28.37,1.1,0
20230720:0710,1643400,894.63,36.86,29.26,1.66,0
20230720:0810,1680400,943.18,47.4,30.72,0.9,0
20230720:0910,1661400,944.98,57.02,31.88,0.62,0
20230720:1010,1646475,915.06,64.31,32.64,1.72,0
20230720:1110,1637725,895.99,66.74,33.37,2.9,0
20230720:1210,1689950,917.85,62.92,33.59,3.79,0
20230720:1310,1729700,938.42,54.89,33.3,3.93,0
20230720:1410,1729550,937.71,44.96,32.75,3.66,0
20230720:1510,1631225,875.32,34.32,32.37,3.72,0
20230720:1610,1396200,741.04,23.53,31.62,2.97,0
20230720:1710,937875,488.08,12.96,30.87,2.62,0
20230720:1810,104675,68.01,2.9,29.83,2.14,0
20230720:1910,0,0,0,29.19,1.93,0
20230720:2010,0,0,0,28.18,1.38,0
20230720:2110,0,0,0,27,0.97,0
20230720:2210,0,0,0,26.93,0.76,0
20230720:2310,0,0,0,26.82,0.76,0
20230721:0010,0,0,0,25.64,0.97,0
20230721:0110,0,0,0,24.14,1.38,0
20230721:0210,0,0,0,23.6,1.66,0
20230721:0310,0,0,0,23.36,1.72,0
20230721:0410,17575,19.68,5.06,23.52,1.93,0
20230721:0510,865925,440.42,15.28,24.99,1.86,0
20230721:0610,1347725,705.04,25.94,27.6,2.21,0
20230721:0710,1539850,817.57,36.73,29.28,2.83,0
20230721:0810,1645100,881.15,47.26,30.68,3.38,0
20230721:0910,848750,448.33,56.86,31.76,4.07,0
20230721:1010,1689050,903.35,64.13,32.49,4.69,0
20230721:1110,1655175,884.38,66.55,33.01,4.97,0
20230721:1210,1690950,905.11,62.76,33.07,4.97,0
20230721:1310,1459525,774.84,54.75,33.15,5.1,0
20230721:1410,1123675,591.13,44.85,32.9,4.83,0
20230721:1510,76975,55.53,34.21,32.32,4.97,0
20230721:1610,38000,33.15,23.42,31.5,4.83,0
20230721:1710,5950,11.6,12.84,30.43,4.28,0
20230721:1810,68625,48.99,2.77,29.4,4,0
20230721:1910,0,0,0,28.17,1.38,0
20230721:2010,0,0,0,27.34,1.59,0
20230721:2110,0,0,0,25.52,2.9,0
20230721:2210,0,0,0,24.88,3.52,0
20230721:2310,0,0,0,23.59,4.9,0
20230722:0010,0,0,0,22.73,4.69,0
20230722:0110,0,0,0,23.03,3.59,0
20230722:0210,0,0,0,23.07,2.69,0
20230722:0310,0,0,0,22.98,2.14,0
20230722:0410,18775,20.4,4.92,22.82,1.59,0
20230722:0510,939950,478.11,15.14,23.5,1.1,0
20230722:0610,1381375,735.41,25.81,26.01,0.69,0
20230722:0710,1580025,878.93,36.6,28.61,0.34,0
20230722:0810,1700625,937.87,47.12,29.14,1.31,0
20230722:0910,1728925,942.32,56.7,29.31,2.07,0
20230722:1010,1683925,914.29,63.94,30.02,2.34,0
20230722:1110,1641725,895.82,66.35,30.54,2.07,0
20230722:1210,1680825,916.26,62.59,31.12,2.48,0
20230722:1310,1731425,941.46,54.62,31.6,3.03,0
20230722:1410,1722975,932.86,44.72,31.6,3.24,0
20230722:1510,1637775,876.79,34.09,31.45,3.52,0
20230722:1610,408400,222.06,23.3,30.91,3.17,0
20230722:1710,5950,11.6,12.72,30.16,1.93,0
20230722:1810,72075,50.85,2.64,29.13,1.38,0
20230722:1910,0,0,0,28.72,1.86,0
20230722:2010,0,0,0,27.48,1.86,0
20230722:2110,0,0,0,26.24,1.72,0
20230722:2210,0,0,0,25.47,1.38,0
20230722:2310,0,0,0,24.99,1.38,0
20230723:0010,0,0,0,24.19,1.45,0
20230723:0110,0,0,0,23.48,1.59,0
20230723:0210,0,0,0,22.87,1.59,0
20230723:0310,0,0,0,22.49,1.59,0
20230723:0410,10250,14.57,4.77,22.31,1.59,0
20230723:0510,455925,237.38,15,23.45,1.17,0
20230723:0610,860000,448.63,25.67,27.43,0.97,0
20230723:0710,1546175,848.34,36.46,28.34,0.69,0
20230723:0810,939625,496.19,46.97,29.89,2,0
20230723:0910,1679500,914.57,56.54,30.48,2.34,0
20230723:1010,1681175,912.94,63.75,31.17,2.76,0
20230723:1110,1664075,899.67,66.15,31.58,3.17,0
20230723:1210,1702575,919.91,62.41,32.03,3.59,0
20230723:1310,1748675,943.88,54.47,32.18,3.93,0
20230723:1410,1730225,935.17,44.6,32.16,3.66,0
20230723:1510,1632050,879.45,33.97,31.91,3.17,0
20230723:1610,1333525,707.95,23.18,31.37,2.55,0
20230723:1710,890025,464.72,12.59,30.68,2,0
20230723:1810,73950,51.9,2.5,29.64,1.59,0
20230723:1910,0,0,0,28.54,1.38,0
20230723:2010,0,0,0,26.96,1.17,0
20230723:2110,0,0,0,28.17,0.62,0
20230723:2210,0,0,0,27.81,0.69,0
20230723:2310,0,0,0,24.84,1.52,0
20230724:0010,0,0,0,23.98,1.86,0
20230724:0110,0,0,0,23.38,1.79,0
20230724:0210,0,0,0,22.9,1.72,0
20230724:0310,0,0,0,22.96,1.93,0
20230724:0410,13250,16.76,4.62,23.66,2.34,0
20230724:0510,817575,414.6,14.86,24.91,2.28,0
20230724:0610,1293525,672.59,25.53,27.82,2.62,0
20230724:0710,1589350,841.9,36.32,29.44,3.31,0
20230724:0810,1460225,771.25,46.83,30.68,3.93,0
20230724:0910,1753125,935.99,56.37,31.89,4.83,0
20230724:1010,1698400,905.22,63.56,32.53,5.17,0
20230724:1110,1669150,882.96,65.95,32.84,6.28,0
20230724:1210,1683825,889.88,62.23,33.05,6.69,0
20230724:1310,1758900,933.92,54.32,33.24,6.41,0
20230724:1410,1744800,923.25,44.46,33.14,6.62,0
20230724:1510,1603675,840.58,33.85,32.68,6.62,0
20230724:1610,1325775,684.85,23.05,31.88,6.48,0
20230724:1710,863375,442.78,12.45,31.1,5.86,0
20230724:1810,121900,76.62,2.35,30.28,5.52,0
20230724:1910,0,0,0,29.39,5.03,0
20230724:2010,0,0,0,28.95,5.45,0
20230724:2110,0,0,0,28.79,5.93,0
20230724:2210,0,0,0,28.7,6,0
20230724:2310,0,0,0,28.61,5.72,0
20230725:0010,0,0,0,28.57,5.24,0
20230725:0110,0,0,0,28.44,5.31,0
20230725:0210,0,0,0,28.32,5.38,0
20230725:0310,0,0,0,28.13,5.66,0
20230725:0410,0,2.19,4.46,28.13,5.72,0
20230725:0510,139650,86.87,14.71,28.4,5.38,0
20230725:0610,226500,131.37,25.39,29.31,5.1,0
20230725:0710,142225,89.5,36.18,30.38,5.72,0
20230725:0810,140150,88.68,46.68,31.08,5.93,0
20230725:0910,1501825,788.67,56.2,32.03,6.07,0
20230725:1010,1249550,655.33,63.36,32.5,6.21,0
20230725:1110,515025,279.85,65.74,33.4,5.79,0
20230725:1210,133400,86.19,62.04,33.74,4.97,0
20230725:1310,1336675,709.54,54.16,33.77,5.1,0
20230725:1410,296825,169.89,44.32,33.28,4.48,0
20230725:1510,539700,290.46,33.71,32.29,3.1,0
20230725:1610,1237025,659.75,22.92,31.79,1.93,0
20230725:1710,850700,443.9,12.31,31.05,2.28,0
20230725:1810,625,6.63,2.21,30.65,2.83,0
20230725:1910,0,0,0,30.51,3.03,0
20230725:2010,0,0,0,29.67,2.83,0
20230725:2110,0,0,0,28.83,2.76,0
20230725:2210,0,0,0,27.99,3.31,0
20230725:2310,0,0,0,26.95,4.34,0
20230726:0010,0,0,0,26.45,4.34,0
20230726:0110,0,0,0,26.09,4,0
20230726:0210,0,0,0,25.55,4.34,0
20230726:0310,0,0,0,24.86,4.28,0
20230726:0410,9125,13.85,4.31,24.41,4.07,0
20230726:0510,629125,318.64,14.57,24.49,4.07,0
20230726:0610,1434175,724.91,25.25,24.4,4.41,0
20230726:0710,822775,420.23,36.04,25.59,3.52,0
20230726:0810,751050,390.28,46.52,26.18,2.14,0
20230726:0910,306400,170.72,56.03,27.05,2.14,0
20230726:1010,1378050,724.39,63.16,27.32,2.69,0
20230726:1110,1659675,885.85,65.52,27.57,2.55,0
20230726:1210,1737450,930.43,61.85,27.84,2.69,0
20230726:1310,1779200,933.37,54,26.17,3.72,0
20230726:1410,1706050,883.66,44.18,26.7,4.83,0
20230726:1510,1674325,860.72,33.57,26.23,4.97,0
20230726:1610,1501175,762.91,22.78,25.62,4.76,0
20230726:1710,1032975,514.93,12.17,24.74,4.83,0
20230726:1810,2400,8.29,2.05,23.51,4.76,0
20230726:1910,0,0,0,22.75,4.97,0
20230726:2010,0,0,0,21.97,5.1,0
20230726:2110,0,0,0,21.39,5.45,0
20230726:2210,0,0,0,20.87,5.17,0
20230726:2310,0,0,0,20.36,4.83,0
20230727:0010,0,0,0,19.86,4.83,0
20230727:0110,0,0,0,19.44,4.97,0
20230727:0210,0,0,0,19.1,4.83,0
20230727:0310,0,0,0,18.77,4.69,0
20230727:0410,14775,17.49,4.15,18.48,4.62,0
20230727:0510,1248900,609.97,14.42,18.84,4,0
20230727:0610,1653800,824.69,25.11,20.1,4.41,0
20230727:0710,1858250,937.85,35.89,20.98,4.9,0
20230727:0810,1921525,987.96,46.37,22.67,4.41,0
20230727:0910,1878550,984.78,55.86,24.25,3.38,0
20230727:1010,1773925,951.17,62.95,25.55,2,0
20230727:1110,1712875,933.01,65.3,26.63,1.31,0
20230727:1210,1762525,947.62,61.65,27.4,2.41,0
20230727:1310,1819400,971.05,53.83,27.73,3.24,0
20230727:1410,1818600,962,44.02,27.73,3.86,0
20230727:1510,1747575,913.63,33.43,27.48,4.28,0
20230727:1610,1525850,784.56,22.64,26.86,4.28,0
20230727:1710,1090125,549.48,12.02,26.02,4.07,0
20230727:1810,725,6.63,1.89,25.02,3.31,0
20230727:1910,0,0,0,24.08,2.28,0
20230727:2010,0,0,0,23.2,1.52,0
20230727:2110,0,0,0,22.16,1.03,0
20230727:2210,0,0,0,22.27,0.83,0
20230727:2310,0,0,0,20.52,1.45,0
20230728:0010,0,0,0,20,1.66,0
20230728:0110,0,0,0,20.02,1.31,0
20230728:0210,0,0,0,20.34,1.1,0
20230728:0310,0,0,0,18.84,1.52,0
20230728:0410,12600,16.03,3.99,18.45,1.72,0
20230728:0510,1136925,567.52,14.27,19.32,1.38,0
20230728:0610,1521750,793.35,24.96,22.99,1.45,0
20230728:0710,1709250,901.99,35.74,24.86,2.28,0
20230728:0810,1797250,961.49,46.21,26.34,2.41,0
20230728:0910,1834675,979.7,55.68,27.41,3.1,0
20230728:1010,1744275,925.73,62.74,28.04,3.45,0
20230728:1110,1725250,913.28,65.07,28.5,3.79,0
20230728:1210,1741225,920.73,61.45,28.67,4.07,0
20230728:1310,1790300,947.32,53.65,28.55,4.14,0
20230728:1410,1257025,650.93,43.87,28.32,4,0
20230728:1510,1757200,927.36,33.28,28.03,3.72,0
20230728:1610,1385950,717.45,22.49,27.68,3.31,0
20230728:1710,995425,507.14,11.86,27.07,2.97,0
20230728:1810,0,5.8,1.72,26.2,2.21,0
20230728:1910,0,0,0,25.57,1.1,0
20230728:2010,0,0,0,24.59,0.76,0
20230728:2110,0,0,0,24.33,0.69,0
20230728:2210,0,0,0,24.53,0.48,0
20230728:2310,0,0,0,24.19,0.34,0
20230729:0010,0,0,0,23.83,0.55,0
20230729:0110,0,0,0,23.47,0.48,0
20230729:0210,0,0,0,22.86,0.76,0
20230729:0310,0,0,0,21.63,0.97,0
20230729:0410,12400,16.03,3.83,20.92,1.1,0
20230729:0510,920200,464.25,14.12,21.45,0.83,0
20230729:0610,1407525,746.19,24.81,24.18,0.48,0
20230729:0710,1640700,895.65,35.59,25.46,0.55,0
20230729:0810,1675575,914.1,46.05,26.82,1.1,0
20230729:0910,1763375,952.3,55.49,27.72,2.21,0
20230729:1010,1738600,927.94,62.53,28.39,3.1,0
20230729:1110,1720275,911.42,64.84,28.48,3.66,0
20230729:1210,1754875,929.98,61.23,28.34,3.72,0
20230729:1310,1770325,944.57,53.47,28.65,3.38,0
20230729:1410,1739225,931.18,43.7,28.93,3.03,0
20230729:1510,1647800,878.13,33.13,28.95,2.83,0
20230729:1610,1399000,734.24,22.33,28.68,2.55,0
20230729:1710,955525,491.59,11.7,28.12,2.28,0
20230729:1810,0,4.14,1.55,27.37,1.72,0
20230729:1910,0,0,0,26.14,1.31,0
20230729:2010,0,0,0,25.07,0.9,0
20230729:2110,0,0,0,25.38,0.48,0
20230729:2210,0,0,0,25.03,0.28,0
20230729:2310,0,0,0,24.62,0.48,0
20230730:0010,0,0,0,24.28,0.62,0
20230730:0110,0,0,0,23.76,0.62,0
20230730:0210,0,0,0,22.7,0.97,0
20230730:0310,0,0,0,21.04,1.38,0
20230730:0410,7400,12.39,3.66,20.69,1.59,0
20230730:0510,888075,446.46,13.96,21.53,1.17,0
20230730:0610,1429625,749.7,24.66,24.82,1.31,0
20230730:0710,1647400,876.96,35.44,26.62,2.07,0
20230730:0810,1766400,941.78,45.89,27.5,2.9,0
20230730:0910,1761750,926.34,55.31,26.82,3.72,0
20230730:1010,1555275,816,62.31,25.83,2.76,0
20230730:1110,1686350,900.66,64.6,27.76,2.62,0
20230730:1210,1739025,923.14,61.02,28.79,3.72,0
20230730:1310,1781125,942.56,53.28,29.14,4.34,0
20230730:1410,1758750,929.16,43.53,28.93,4.21,0
20230730:1510,1658000,874.05,32.96,28.78,3.66,0
20230730:1610,1368350,713.46,22.17,28.62,2.97,0
20230730:1710,933825,479.48,11.54,28.12,2.48,0
20230730:1810,0,2.49,1.38,27.4,2.14,0
20230730:1910,0,0,0,26.65,2.14,0
20230730:2010,0,0,0,25.84,2.07,0
20230730:2110,0,0,0,24.85,2.14,0
20230730:2210,0,0,0,24.02,2.14,0
20230730:2310,0,0,0,23.36,2.21,0
20230731:0010,0,0,0,22.78,2.14,0
20230731:0110,0,0,0,22.16,2.28,0
20230731:0210,0,0,0,21.71,2.48,0
20230731:0310,0,0,0,21.46,2.62,0
20230731:0410,4625,10.2,3.5,21.23,2.83,0
20230731:0510,1091525,542.56,13.81,21.7,2.97,0
20230731:0610,1561800,795.51,24.51,23.26,3.45,0
20230731:0710,1759300,915.06,35.29,26.18,4.14,0
20230731:0810,1809400,956.82,45.72,27.85,3.86,0
20230731:0910,1777725,959.66,55.12,29.26,2.83,0
20230731:1010,1674050,925.84,62.08,30.1,1.38,0
20230731:1110,1255100,677.94,64.36,30.45,1.45,0
20230731:1210,1179575,631.35,60.79,30.9,2.07,0
20230731:1310,1755975,958.25,53.09,30.83,2.62,0
20230731:1410,1751200,944.48,43.36,30.61,3.24,0
20230731:1510,1662575,882.64,32.8,30.13,3.72,0
20230731:1610,1462700,765.35,22.01,29.72,3.66,0
20230731:1710,955575,490.17,11.36,29,3.31,0
20230731:1810,0,0,0,28.2,2.48,0
20230731:1910,0,0,0,27.26,2.07,0
20230731:2010,0,0,0,26.31,2.07,0
20230731:2110,0,0,0,25.04,1.72,0
20230731:2210,0,0,0,24.18,1.24,0
20230731:2310,0,0,0,23.69,1.17,0
20230801:0010,0,0,0,22.65,1.31,0
20230801:0110,0,0,0,21.89,1.31,0
20230801:0210,0,0,0,21.22,1.31,0
20230801:0310,0,0,0,20.72,1.24,0
20230801:0410,6475,11.66,3.33,20.42,1.24,0
20230801:0510,1066475,539.81,13.65,21.47,0.9,0
20230801:0610,1462525,778.27,24.36,24.86,0.69,0
20230801:0710,1659625,907.69,35.13,26.98,0.9,0
20230801:0810,1725800,936.71,45.56,28.27,1.93,0
20230801:0910,1841500,995.87,54.93,29.25,2.97,0
20230801:1010,1597225,849.77,61.85,29.9,3.59,0
20230801:1110,1561350,826.86,64.11,30.28,4.14,0
20230801:1210,1697375,899.8,60.56,30.25,4.48,0
20230801:1310,1259475,656.69,52.89,30,4.62,0
20230801:1410,641625,337.45,43.18,29.83,4.69,0
20230801:1510,1667025,874.79,32.63,29.29,4.41,0
20230801:1610,1508925,784.94,21.84,28.82,4,0
20230801:1710,622575,320.84,11.19,28.39,3.86,0
20230801:1810,0,0,0,27.55,3.38,0
20230801:1910,0,0,0,26.91,3.03,0
20230801:2010,0,0,0,26.37,3.17,0
20230801:2110,0,0,0,25.85,2.83,0
20230801:2210,0,0,0,25.58,2.69,0
20230801:2310,0,0,0,25.15,2.76,0
20230802:0010,0,0,0,24.86,2.76,0
20230802:0110,0,0,0,24.64,2.41,0
20230802:0210,0,0,0,24.14,1.79,0
20230802:0310,0,0,0,23.59,1.52,0
20230802:0410,3700,9.47,3.16,23.59,1.72,0
20230802:0510,980750,495.92,13.49,23.7,1.79,0
20230802:0610,1442550,748.32,24.21,24.86,2.07,0
20230802:0710,1684775,887.89,34.98,26.49,2.83,0
20230802:0810,1760750,946.74,45.39,28.16,2.55,0
20230802:0910,1724150,927.13,54.73,28.99,2.76,0
20230802:1010,1719800,920.81,61.62,29.15,3.1,0
20230802:1110,1629725,869.24,63.86,29.46,3.24,0
20230802:1210,1533200,815.1,60.33,29.6,3.24,0
20230802:1310,1712175,917.23,52.68,29.3,3.1,0
20230802:1410,1674325,896.03,42.99,29.4,2.97,0
20230802:1510,1606450,853.5,32.45,28.91,2.83,0
20230802:1610,1363900,710.88,21.66,28.48,2.9,0
20230802:1710,897400,458.33,11.01,27.83,3.03,0
20230802:1810,0,0,0,26.89,2.83,0
20230802:1910,0,0,0,26.19,2.62,0
20230802:2010,0,0,0,25.46,3.31,0
20230802:2110,0,0,0,24.94,3.72,0
20230802:2210,0,0,0,24.59,3.72,0
20230802:2310,0,0,0,24.39,3.52,0
20230803:0010,0,0,0,24.18,3.52,0
20230803:0110,0,0,0,24.11,3.45,0
20230803:0210,0,0,0,24.04,3.52,0
20230803:0310,0,0,0,23.82,3.45,0
20230803:0410,4525,10.2,2.99,23.81,3.45,0
20230803:0510,174050,102.17,13.33,24.27,3.38,0
20230803:0610,1367475,694.61,24.05,25.55,4.14,0
20230803:0710,1594225,819.25,34.82,26.48,4.76,0
20230803:0810,1808200,938.1,45.22,26.91,5.17,0
20230803:0910,1813425,945.1,54.53,27.58,5.17,0
20230803:1010,1760300,919.92,61.39,28.24,5.03,0
20230803:1110,1716850,900.32,63.6,29.26,5.1,0
20230803:1210,1725025,909.09,60.09,29.77,4.9,0
20230803:1310,1758175,929.33,52.47,30.02,4.83,0
20230803:1410,1708800,901.31,42.8,30.12,4.76,0
20230803:1510,1592750,832.61,32.27,29.94,4.83,0
20230803:1610,1340900,689.69,21.48,29.32,4.9,0
20230803:1710,853700,433.9,10.82,28.59,4.83,0
20230803:1810,0,0,0,27.62,4.34,0
20230803:1910,0,0,0,27.04,3.72,0
20230803:2010,0,0,0,26.48,3.66,0
20230803:2110,0,0,0,26.04,3.93,0
20230803:2210,0,0,0,25.61,4,0
20230803:2310,0,0,0,25.27,4,0
20230804:0010,0,0,0,25.02,4.07,0
20230804:0110,0,0,0,24.92,4.28,0
20230804:0210,0,0,0,24.92,4.41,0
20230804:0310,0,0,0,24.89,4,0
20230804:0410,1350,7.29,2.82,24.78,3.45,0
20230804:0510,748575,378.93,13.17,25.27,3.03,0
20230804:0610,1381550,709.63,23.89,26.95,3.72,0
20230804:0710,1680075,868.02,34.66,27.92,5.45,0
20230804:0810,1746525,908.47,45.04,28.99,5.93,0
20230804:0910,1808175,945.81,54.33,29.78,6.14,0
20230804:1010,1749350,915.57,61.15,30.43,6.28,0
20230804:1110,1731000,906.27,63.34,30.7,6.34,0
20230804:1210,1736600,910.39,59.84,30.85,6.34,0
20230804:1310,1784100,936.56,52.25,31.07,6.48,0
20230804:1410,1736475,908.7,42.6,30.74,6.28,0
20230804:1510,1615825,839.64,32.08,30.49,6.14,0
20230804:1610,1320375,677.55,21.29,29.89,5.66,0
20230804:1710,538025,279.58,10.63,29.05,4.9,0
20230804:1810,0,0,0,28.17,3.59,0
20230804:1910,0,0,0,27.82,2.28,0
20230804:2010,0,0,0,27.43,3.1,0
20230804:2110,0,0,0,26.95,4,0
20230804:2210,0,0,0,26.09,4.83,0
20230804:2310,0,0,0,23.17,4.21,0
20230805:0010,0,0,0,21.84,3.38,0
20230805:0110,0,0,0,21.83,2.41,0
20230805:0210,0,0,0,21.72,2.21,0
20230805:0310,0,0,0,21.38,2.9,0
20230805:0410,0,1.46,2.64,20.8,3.24,0
20230805:0510,36000,30.66,13.01,20.6,2.28,0
20230805:0610,365150,192.11,23.73,20.4,2.41,0
20230805:0710,161500,95.31,34.5,19.95,3.31,0
20230805:0810,731025,369.97,44.87,20.67,2.21,0
20230805:0910,725200,370.74,54.13,21.13,1.45,0
20230805:1010,1060475,544.54,60.9,22.15,1.45,0
20230805:1110,244650,137.57,63.07,22.88,1.93,0
